strain,strain_intervals,g14_phi_1,g14_Phi,g14_phi_2,g72_phi_1,g72_Phi,g72_phi_2,g95_phi_1,g95_Phi,g95_phi_2,g101_phi_1,g101_Phi,g101_phi_2,g207_phi_1,g207_Phi,g207_phi_2,g240_phi_1,g240_Phi,g240_phi_2,g262_phi_1,g262_Phi,g262_phi_2,g287_phi_1,g287_Phi,g287_phi_2,stress,average_strain,average_stress
0.05,0.05,1.2902167010987997,2.230036857283338,4.23827351460808,0.11064324565993078,2.8935224944315063,1.9333586333842434,1.721164597105191,1.9900518115476309,3.4396578981107573,1.5833529811716798,2.447647627887484,3.4814871545212562,1.9863625934472122,1.8807354024867393,3.804007644660473,2.36558300561469,2.402441674200509,3.746054369745536,1.4132206326679446,2.420461056949766,3.867638248218009,2.1619967010662187,2.386561392145228,3.684911905809167,460.46173252645394,0.05,460.46173252645394
0.051000000000000004,0.051000000000000004,1.2905004234802238,2.230109662950593,4.238615406432536,0.11006955760285643,2.8935937286649454,1.9323523017780821,1.7216392367840176,1.9896913410567243,3.43934917765689,1.5828820632899705,2.4479190039541554,3.48178464551501,1.9865539419194516,1.8803433333627557,3.8036703323310714,2.3658663721655544,2.4021918787660033,3.745794782487652,1.4140108418104924,2.421140718004761,3.8682061893540536,2.16210666814735,2.386678204007475,3.6843297267439774,462.40511337128925,0.051000000000000004,462.40511337128925
0.052000000000000005,0.052000000000000005,1.290778606143369,2.230180321817278,4.238950389699759,0.10950436765022868,2.8936634611022085,1.9313643236548739,1.7221042514754838,1.9893374403323232,3.439046064322301,1.582419055208768,2.4481848608011014,3.48207635626273,1.9867412210654423,1.8799584860536103,3.8033392583518584,2.3661437807803685,2.4019465145708065,3.745539957852629,1.414785095885327,2.4218065477824835,3.8687624085180428,2.1622136066788493,2.386792546896676,3.683758335771625,464.31538442695205,0.052000000000000005,464.31538442695205
0.053,0.053,1.2910515480285418,2.2302496368938027,4.239279017666217,0.10895276373442664,2.8937318668542322,1.9303956561075908,1.7225605302376414,1.9889903421459059,3.4387487508828283,1.5819649984569208,2.44844568145256,3.482362534022167,1.9869249499259463,1.8795810461469658,3.803014518927487,2.3664159367028152,2.4017058486151037,3.7452900041599717,1.415545013274523,2.4224598722224058,3.86930811009369,2.162318513300607,2.386904717015593,3.6831979152007555,466.19693452887896,0.053,466.19693452887896
0.054,0.054,1.2913256673732223,2.2303198651666625,4.239606083272039,0.10842648982265654,2.893798291035208,1.929451379704472,1.723010739920323,1.9886472470052345,3.4384554983318125,1.581514009584274,2.448705207130196,3.4826441847523495,1.9871045987709508,1.879211159236362,3.802695758105752,2.366686513358507,2.401468019278874,3.7450422182908487,1.416296291037115,2.4231097669363644,3.869844614040896,2.1624244890989974,2.387015670096271,3.6826495876045757,467.96043680422173,0.054,467.96043680422173
0.055,0.055,1.2916033651335206,2.2303901823513144,4.2399276963733215,0.1079194364250797,2.893862898232592,1.9285252797990753,1.7234552334995956,1.9883083314123995,3.438167543313594,1.5810714324362096,2.4489615681583214,3.4829198175949023,1.9872814638170786,1.8788520349836282,3.8023823412234505,2.3669554928025827,2.4012344082139743,3.7447991686506925,1.417033151159724,2.4237503159908527,3.8703699018751494,2.162532828331492,2.3871258800101707,3.682113753196842,469.5588740973581,0.055,469.5588740973581
0.056,0.056,1.2918766509807367,2.230459279336194,4.240243428325788,0.10742402653418084,2.8939263144036693,1.9276161365843727,1.7238919614739086,1.987975476122686,3.437884842938082,1.5806371407720652,2.4492133516989045,3.4831904016718815,1.9874552232109177,1.8784997747196686,3.8020745546423735,2.3672198277826975,2.401005071496379,3.744560615026716,1.4177568412693664,2.4243794040541613,3.870885636259826,2.162639492875509,2.387234191513106,3.68158780270615,471.12474091417636,0.056,471.12474091417636
0.057,0.057,1.2921551552715695,2.230529003145256,4.240563299838404,0.1070050666125028,2.8939930800339724,1.9267121670297906,1.7243188033321124,1.9876510151217033,3.437609303969304,1.5802215614117374,2.449466926392109,3.483463466678554,1.9876253774968229,1.8781469292848292,3.80176790377932,2.3674956874267115,2.400782534132165,3.744326249961223,1.4184845576913492,2.425006792763498,3.871417509612029,2.1627644313145633,2.387344411846449,3.6810710862649367,472.8722193920645,0.057,472.8722193920645
0.058,0.058,1.2924291259721976,2.2306014189902705,4.240882414068948,0.10661038575965522,2.894059687642477,1.9258199154638485,1.7247477744093545,1.987331129093264,3.4373380698071623,1.5798232915485444,2.449719117086733,3.483734958438738,1.9878002778049508,1.877799677627746,3.801464830234093,2.3677782594498886,2.400565211324699,3.744092281536418,1.4192159037256715,2.425634242388797,3.871950920599608,2.1629045312852564,2.3874562328560214,3.6805590104842034,474.63943961014394,0.058,474.63943961014394
0.059000000000000004,0.059000000000000004,1.2926835990369097,2.230680277515723,4.241198595073717,0.10621590631642368,2.8941281207050937,1.9249701768554024,1.7251848376735517,1.9870176918237454,3.437072257113345,1.579438384138377,2.4499693532426394,3.4840117319812642,1.9879748440361218,1.8774653206283378,3.801174090147292,2.368054083191149,2.4003444360630817,3.7438629050101766,1.4199433593640676,2.4262690545039125,3.8724871092712836,2.16303106463512,2.3875665003580533,3.680043543854471,476.574057366977,0.059000000000000004,476.574057366977
0.06,0.06,1.2929257580238087,2.2307619877632803,4.241510843278213,0.1058251664694597,2.894197015792938,1.924149680414536,1.7256229944543349,1.9867100764622263,3.4368113473711124,1.579063546566366,2.4502166760034143,3.4842892588129466,1.988147926975125,1.8771403896268262,3.800892133653385,2.368324241784023,2.400123484634459,3.74363771163835,1.4206634360906145,2.426903109284878,3.8730207876006713,2.1631493999843046,2.3876751113906125,3.679530172135583,478.58822456192127,0.06,478.58822456192127
0.061,0.061,1.2931625871087946,2.230836616851249,4.2418185967836255,0.10540803986764945,2.8942656449870325,1.9233193028696447,1.726055526129931,1.9863999478401533,3.4365489395128495,1.5786813595487852,2.450462276662614,3.4845634181497935,1.9883187555740087,1.8768120557507388,3.8006077090209605,2.36859276212642,2.399903756181707,3.7434135691869175,1.4213757293728995,2.4275282319242217,3.8735495762119805,2.1632632858954666,2.3877826582465222,3.6790145313259197,480.6821847263215,0.061,480.6821847263215
0.062,0.062,1.2933971707355927,2.2309031891297235,4.242126884264605,0.10496993519969165,2.894338075642604,1.9224524654424464,1.7264886074103016,1.9860770543816402,3.436277851928509,1.5782764533252098,2.4507134372089783,3.4848423868785208,1.9884907765270672,1.8764682493333968,3.80031435244691,2.368869669782564,2.3996801184556973,3.7431868793151595,1.4220999913318886,2.4281613434190508,3.8740913979670353,2.1633732179900873,2.387890871345307,3.6784806383437703,483.1334017186392,0.062,483.1334017186392
0.063,0.063,1.2936384382056711,2.230974669230352,4.242442486966863,0.10459507768233633,2.8944157829149773,1.9215753232761126,1.7269275206798682,1.985748402196581,3.4360025948268373,1.577863714879694,2.450972135450665,3.4851333682848282,1.9886674228970906,1.8761168729484894,3.800020718530258,2.3691574396604467,2.3994490562078226,3.7429562833462726,1.422849917050052,2.4288204005516283,3.874655143475613,2.1634834564550047,2.3879997645473576,3.677933383182453,485.799357253275,0.063,485.799357253275
0.064,0.064,1.2938795466127504,2.2310351705251352,4.242762395100961,0.10415768257875838,2.8944922615091553,1.9206608549414634,1.7273685171037447,1.985409113976327,3.435715880057882,1.5774273159359216,2.4512309646465837,3.485426224078726,1.9888457971833076,1.8757524017019043,3.7997140789180333,2.3694427357359733,2.3992063624001334,3.742714119740461,1.4236014109183892,2.42948155996758,3.875215579807722,2.1635812717771707,2.3881080634898013,3.6773635848133446,488.16318692162264,0.064,488.16318692162264
0.065,0.065,1.2941063262674768,2.2310817045640037,4.24306612831747,0.1037198653987848,2.894569519532912,1.9197622600952176,1.7277918027519592,1.9850766548389231,3.4354373947602768,1.576991057544166,2.451482674027624,3.485709673221109,1.9890182939325374,1.875391138201994,3.7994143592055036,2.369722196616402,2.3989705143205975,3.7424807835713887,1.424327684898924,2.430115631807422,3.875757890357154,2.1636832571576186,2.3882115746047803,3.6768122679826076,490.60948653883605,0.065,490.60948653883605
0.066,0.066,1.2943292686397732,2.2311271451154973,4.243365469973739,0.10328663096659621,2.8946456260566773,1.9188796105690524,1.7282082731336348,1.9847495866739218,3.4351634397770043,1.576562544325435,2.4517302289631444,3.485988795824909,1.9891882096020947,1.8750352937302046,3.7991197702245336,2.369997454908434,2.398738146862269,3.742251177492095,1.4250430142495418,2.430739483749656,3.8762922238504762,2.1637839750349146,2.388313174157276,3.676269691041816,493.02890962907946,0.066,493.02890962907946
0.067,0.067,1.2945477289404923,2.231171176402339,4.243660111949301,0.10286864623032545,2.894720331882029,1.9180180498288968,1.7286216527621094,1.9844250462886865,3.4348933859694846,1.5761427093726648,2.451975571845897,3.4862645180038494,1.9893581632806159,1.8746837365249702,3.7988307527365768,2.370271881653575,2.3985081501309793,3.74202539611333,1.4257514748929823,2.4313569003283337,3.876820915669574,2.163885959900332,2.3884119347089228,3.675739834448193,495.4596408608209,0.067,495.4596408608209
0.068,0.068,1.2947624172086998,2.231213503479351,4.243949572442148,0.10247443436751624,2.894793587032086,1.91718049795578,1.7290361652353226,1.9841006364939247,3.4346267595205697,1.5757327996692565,2.4522209379485456,3.486537426720729,1.9895309242526111,1.8743352118395729,3.7985472449065347,2.3705490653662764,2.3982798601805873,3.741804119961656,1.4264569769674906,2.4319706870556232,3.8773444288412473,2.1639909822095644,2.388507057113162,3.6752261180994563,497.9888292835171,0.068,497.9888292835171
0.069,0.069,1.2949740504248781,2.2312678307866536,4.24424181994923,0.10209617753423918,2.894865881275632,1.9163706029709358,1.7294533413739035,1.9837865793777933,3.434367104504876,1.575328256625595,2.452466044406915,3.486812609141421,1.9897060127036663,1.8740004920225788,3.798264948548539,2.3708180397857808,2.398052253728205,3.741588352618581,1.427163380418876,2.432579370743487,3.8778699082368915,2.164089167181804,2.388600619649901,3.6747127496200718,500.5056466092981,0.069,500.5056466092981
0.07,0.07,1.2951885421702127,2.2313301021844416,4.244539458897209,0.10173927927111165,2.8949361057830325,1.9155811054013887,1.7298722114387177,1.9834785654389075,3.434110380475447,1.574932876024792,2.4527076740584235,3.4870929569324782,1.9898836316468997,1.8736770974805714,3.797984484044675,2.3710781582786793,2.3978264238196743,3.7413738299413,1.4278651248886058,2.4331833654374906,3.8783879635629406,2.1641833114876152,2.388693398023739,3.6742025521153927,503.0228587235116,0.07,503.0228587235116
0.07100000000000001,0.07100000000000001,1.295417866574613,2.231391157236852,4.244859246153364,0.10128851421998221,2.8950095945375085,1.9146808303946967,1.7303302435939376,1.9831360335210348,3.4338216306520595,1.5744798670605684,2.452968432326733,3.487383568778876,1.9900681683334023,1.873317468434698,3.7976693156779087,2.3713596367194167,2.397586192783391,3.741138091714031,1.428619147365464,2.433834508494605,3.878933776138455,2.1642969102977108,2.388805054355793,3.673650344986531,505.6367894240457,0.07100000000000001,505.6367894240457
0.07200000000000001,0.07200000000000001,1.2956546111506186,2.2314531296143776,4.245181317928319,0.10082561177003999,2.895083095490112,1.9137723939792834,1.730794660845617,1.98279375975697,3.4335322852063865,1.5740241242983628,2.453230883588638,3.4876733662023485,1.9902535650106858,1.87295572019306,3.797351275366588,2.3716429995823956,2.3973473965409333,3.740902630279525,1.4293771301964273,2.4344852431198283,3.8794815614482667,2.164415973375841,2.388920516497738,3.673096193721684,508.33734083578173,0.07200000000000001,508.33734083578173
0.073,0.073,1.2958909008173383,2.2315157266696612,4.245498028248523,0.10037531436520251,2.8951558794056687,1.9128768232648772,1.7312543551669377,1.9824565571689399,3.4332482764944667,1.5735768966790955,2.45348984659874,3.487961031700716,1.9904382564294703,1.8725985214611434,3.797037481703116,2.3719243005729562,2.397110926537085,3.74066995548196,1.4301279053991731,2.435127562496076,3.8800238285389343,2.1645363262334407,2.3890349401643993,3.6725510396602035,511.01817479255124,0.073,511.01817479255124
0.074,0.074,1.2961289492175796,2.2315763512794398,4.24580752894952,0.09992558706948587,2.8952274452364883,1.9119893671013914,1.7317077903411453,1.9821238337581837,3.432967342743508,1.5731345471323963,2.4537440356360927,3.4882454523023583,1.9906238919543002,1.8722463239877778,3.796725871301253,2.372204792844539,2.3968748959429247,3.7404358070195864,1.4308683832798286,2.435758469052369,3.8805533661250853,2.1646583030282684,2.3891491520366688,3.67201250879685,513.6504295146789,0.074,513.6504295146789
0.075,0.075,1.2963674394126283,2.2316444409943155,4.246111139924448,0.09951853026396343,2.895296434328136,1.9111114760297532,1.732177920992024,1.9817739927669276,3.432669854619739,1.572668837971152,2.4539925821789805,3.4885198172189527,1.9908173557082904,1.8718837974180043,3.7964140950911966,2.3724958329194776,2.3966405977588616,3.7402063072402574,1.4316148315032822,2.4364018292813405,3.8810882699794074,2.164771133819728,2.389255422295329,3.67145856389042,515.8992860454488,0.075,515.8992860454488
0.076,0.076,1.2966039097202045,2.2317137886624727,4.246410785773715,0.0991268211997192,2.895364406695339,1.9102458703850786,1.7326465650421579,1.9814249948859473,3.432372886165344,1.5722045783719267,2.4542378350785157,3.4887897353187713,1.9910103560315124,1.8715235940697434,3.7961061425565186,2.3727861098974508,2.3964092101735655,3.739980534049711,1.4323552752969673,2.4370413578319394,3.881619364468677,2.1648815773548726,2.3893591269220127,3.6709084318540572,518.0606476209801,0.076,518.0606476209801
0.077,0.077,1.2968335041458456,2.2317840835942424,4.246702395764,0.09875319182499372,2.895429743300205,1.909417468576526,1.733100609703893,1.9810889260230116,3.4320861482413423,1.5717597725675019,2.4544746686040155,3.4890524288727494,1.9911981589417211,1.8711779680590883,3.795809980177686,2.3730662413124977,2.396183780026745,3.7397613222337927,1.4330739553360399,2.437663413087598,3.8821322949721973,2.1649870471747863,2.38945881188642,3.6703755891521967,520.0210198595439,0.077,520.0210198595439
0.078,0.078,1.2970537000179954,2.2318553511685795,4.246984732313674,0.09837497392257397,2.895491582473445,1.9086288139407404,1.7335368197026066,1.9807727307661385,3.431813287385039,1.5713416556068605,2.454700579988945,3.4893063192245157,1.991379344512214,1.8708523029513586,3.7955277256926343,2.3733319610740455,2.3959669705843414,3.7395519171452016,1.433764052543583,2.4382609894753338,3.8826250040540358,2.165083501870671,2.3895552723562306,3.6698642869819165,521.8873153861985,0.078,521.8873153861985
0.079,0.079,1.2972812993993854,2.2319228902910795,4.247276430270888,0.09795482435004238,2.8955545270772576,1.907795776818371,1.733988624444588,1.9804413021088962,3.431527376140486,1.5708978663545607,2.4549332668776147,3.4895685020723812,1.9915660927739094,1.8705096344082834,3.7952304054406154,2.373604166070288,2.3957386765329978,3.739331429245411,1.4344724218450058,2.4388742255424964,3.8831324363649475,2.1651780858415286,2.3896542712078555,3.6693283266905405,523.6133244852962,0.079,523.6133244852962
0.08,0.08,1.2975060750068694,2.23198958184775,4.247564478632433,0.09754172055013671,2.895616681246666,1.9069735751836505,1.7344348614966798,1.9801140968898936,3.4312450847315223,1.5704597824883364,2.455163048452003,3.4898274062652552,1.9917505091224053,1.8701713378602618,3.7949368480180223,2.3738729776468834,2.3955132755249067,3.739113727607862,1.4351722240065374,2.439479899077894,3.8836335507819015,2.1652714840996925,2.3897520287822975,3.6687991850198927,525.3232232032349,0.08,525.3232232032349
0.081,0.081,1.2977252053384272,2.2320617920352905,4.247853971692688,0.09714279873518321,2.8956797100977463,1.9061710310272655,1.7348807519545195,1.9797940259883338,3.4309641655202405,1.570034311478536,2.455390066573475,3.4900851300164875,1.9919336432497132,1.869840604501007,3.7946486392399343,2.3741366813765232,2.3952862777816293,3.7388953428992733,1.4358714229715097,2.440084561622476,3.8841371692486724,2.1653559859930276,2.389846144847415,3.668266253947818,527.023345171168,0.081,527.023345171168
0.082,0.082,1.2979409674050992,2.2321417615064667,4.248153475580349,0.09679344910152217,2.895746526272364,1.905391762227794,1.7353306197327485,1.9794817814495773,3.430683314641106,1.569623495918424,2.4556155838369143,3.490351028301622,1.9921156563752092,1.8695197215116661,3.7943680346618156,2.3743951042084794,2.395044723103406,3.7386669219824165,1.4365801907616098,2.4406974913960338,3.8846536055382264,2.165424854664185,2.3899328005002456,3.667716759202741,528.6019119935044,0.082,528.6019119935044
0.083,0.083,1.2981856734236668,2.2322233647694256,4.248461651854042,0.09651191237004246,2.89581866327238,1.904583807815889,1.7357952052872505,1.9791556055030395,3.430397806734088,1.5691970241968676,2.455852024983357,3.4906322289218403,1.9923041211418782,1.869188326591532,3.7940804589480637,2.3746622790238923,2.394791631757673,3.738435263184266,1.4373056970910403,2.441317902453286,3.885195020320269,2.165512791895913,2.3900193029941623,3.667161986033122,530.2751796651582,0.083,530.2751796651582
0.084,0.084,1.298473424167522,2.2323054975133827,4.2487794039746545,0.09627722179160766,2.895896698559318,1.9037186165105162,1.7362913304412697,1.9787979374385567,3.4300988515231663,1.5687313612420166,2.4561090075924086,3.490932139608829,1.9925080272571283,1.8688293015759203,3.7937746045305576,2.374948665981657,2.394527974595524,3.738204392023472,1.4380561740475446,2.441953484315242,3.8857724847605146,2.165643232651676,2.3901111918041287,3.6666070020465362,532.018726358725,0.084,532.018726358725
0.085,0.085,1.2987530437192896,2.232387438081692,4.2490913452693135,0.09603297954618072,2.8959739940295286,1.9028677072109204,1.7367808174997617,1.9784468456353181,3.4298057389450554,1.5682657477713335,2.4563646995913127,3.4912279934568797,1.992706876772458,1.8684770513183333,3.793474592252967,2.375229145538819,2.3942692301353037,3.737978662962917,1.4387896907999342,2.4425739307625385,3.886343759341264,2.1657706139191983,2.3901987067487958,3.6660629577737835,533.8083692663495,0.085,533.8083692663495
0.08600000000000001,0.08600000000000001,1.2990114175636445,2.2324667482225253,4.24939157219256,0.09574241727154419,2.8960514825247587,1.9020320751881294,1.7372596588511302,1.9781044613883267,3.429524154212291,1.567781604507441,2.4566198781075164,3.49151407148694,1.9928932093394987,1.8681332034994194,3.7931834057433833,2.3754951550158734,2.3940193461373016,3.7377630385962313,1.439475621638829,2.443155358988543,3.8869051255673717,2.165884004122227,2.3902711064250655,3.665539807843989,535.8810872569032,0.08600000000000001,535.8810872569032
0.08700000000000001,0.08700000000000001,1.29926793423598,2.232539426416776,4.24968743325572,0.09543928766561642,2.8961259881185524,1.9011835434637359,1.7377334823335102,1.9777600127505939,3.4292421683311196,1.5672918311951556,2.4568711889468595,3.4917938989330732,1.9930773983151444,1.8677866288837555,3.7928876888777987,2.375754089775672,2.393770714769745,3.7375440480358253,1.440149919163925,2.443721314411079,3.887453057680418,2.1660018920949398,2.3903442754251434,3.665024227025532,537.9492588512605,0.08700000000000001,537.9492588512605
0.088,0.088,1.2995215690144262,2.2326112763105446,4.249979933222888,0.09514056583214812,2.8961996440852436,1.9003450815386629,1.7382020175961865,1.9774195597097026,3.428963428006072,1.5668078058065504,2.457119652869332,3.4920705503249945,1.9932594989603878,1.8674440784058164,3.7925953743679313,2.3760100929587713,2.393524950346438,3.7373275728907305,1.4408168207310674,2.444280930494162,3.8879948034972003,2.166118439054036,2.3904166103913056,3.6645146099694803,540.0016391233464,0.088,540.0016391233464
0.089,0.089,1.2997812744716335,2.2326764493588334,4.250268248365358,0.09477570851751206,2.896271256228482,1.8994838776036644,1.73867939842821,1.9770710993085405,3.4286815441568637,1.5663106592101312,2.457371202438868,3.492343183387397,1.9934452744165503,1.8670890147886592,3.7922964479540906,2.3762694148060715,2.3932817631402803,3.7371124361426418,1.4414850006746323,2.4448334665601634,3.8885372632164423,2.1662494323070507,2.3904906568425752,3.6640083686598435,541.8661001552503,0.089,541.8661001552503
0.09,0.09,1.3000432770204384,2.2327372216075974,4.250552798607244,0.0943752564544823,2.896341268029883,1.898613602423795,1.7391599303313712,1.976719411010161,3.428398927174502,1.565808225592207,2.457623569417651,3.492612067353454,1.9936322434615088,1.8667281709100851,3.7919950007968475,2.376529536859798,2.3930413136154325,3.736899081285982,1.4421509639630132,2.4453794060541547,3.889078000354685,2.166388645975089,2.3905654357526878,3.6635066840633823,543.5979405041962,0.09,543.5979405041962
0.091,0.091,1.3003023737888357,2.232798164017553,4.25083913059638,0.09398579295715624,2.89641144660348,1.8977432805753378,1.739652127446746,1.9763693140100298,3.428121783180451,1.565313725207251,2.457880243520362,3.492884745812476,1.9938231345271349,1.8663752473817097,3.7916931776322165,2.376778965678166,2.392806899405046,3.736695419678657,1.4428164623363195,2.44591558354569,3.8896219312240743,2.1665360818413197,2.3906431427289103,3.6630205704507643,545.192757601086,0.091,545.192757601086
0.092,0.092,1.3005695325574955,2.232866892683875,4.2511297648757145,0.0936374148472999,2.8964855944317907,1.8968850734130542,1.7401575302730812,1.9760186487949778,3.4278474885873282,1.5648273036143836,2.4581424303424737,3.49316566619933,1.99401726854701,1.8660268602759311,3.791392695577823,2.37702636736206,2.392577533575323,3.7365011916210773,1.4434958306172117,2.4464567224738025,3.890172742482786,2.1666944588860213,2.390722779677371,3.662542435826771,546.9054996329062,0.092,546.9054996329062
0.093,0.093,1.3008341883846568,2.2329349107671725,4.251417730849943,0.09329746685305333,2.89655917908653,1.8960380760595494,1.7406581865183,1.9756725187992215,3.427575872893277,1.5643476451091816,2.4584018264278846,3.4934432217085747,1.9942101022538292,1.8656817536404098,3.791095449660981,2.377270231001628,2.392350606450826,3.7363085452685927,1.4441704861556208,2.446993813858992,3.8907174749349225,2.1668502707219544,2.390801494228223,3.662067747097459,548.5981991468087,0.093,548.5981991468087
0.094,0.094,1.3010952486714897,2.233002592387171,4.251702023026666,0.09297081605168087,2.896631601363783,1.8951996986290411,1.7411540093247655,1.9753301207703742,3.427306636872064,1.5638717307773033,2.458658403559115,3.493717510907349,1.9944014860205606,1.865340203498468,3.7908006939936287,2.3775110931459804,2.392126130446735,3.7361170341112593,1.4448381765880904,2.447526187008886,3.8912562579953316,2.167002932922617,2.3908797072772123,3.6615967028497107,550.279704627336,0.094,550.279704627336
0.095,0.095,1.3013562513052255,2.233071525528022,4.251985986425642,0.09266805649256293,2.8967040478371557,1.8943717069778603,1.741645787421988,1.974989832043578,3.427038829226401,1.5633997144601477,2.45891297871278,3.493990696660117,1.9945907004128498,1.8650023561061408,3.790509519174796,2.3777502808989093,2.391901751944578,3.7359257844368283,1.4455034796449937,2.44805835777815,3.8917943765698415,2.1671518123744966,2.390956509886909,3.6611291686824687,551.9922904836969,0.095,551.9922904836969
0.096,0.096,1.3016223043154653,2.2331387273008563,4.252276735109756,0.09239693980499881,2.896779179135235,1.8935538230881568,1.7421416912452368,1.9746603612017295,3.4267742257752416,1.5629297677062166,2.4591681140886252,3.4942702604829066,1.9947800645886482,1.8646700358095623,3.790222226917194,2.3779863819711005,2.391675261191532,3.735738243775146,1.4461768334301757,2.448595538545644,3.892342722596848,2.1672977185678435,2.391032994643016,3.660655778593649,553.7600586168643,0.096,553.7600586168643
0.097,0.097,1.301886223977768,2.2332050883192833,4.252565229705314,0.09213113218598183,2.8968537997054375,1.8927448180750612,1.7426333333871091,1.974335014643983,3.426512461201691,1.5624646155555337,2.4594208803133224,3.494547671892644,1.9949676674789787,1.8643413795173038,3.7899379881216264,2.378219981935732,2.391450831760822,3.735552854048354,1.4468446245538693,2.449127987101021,3.892886640631553,2.1674420698012185,2.391108748197502,3.6601864900115046,555.5194586826769,0.097,555.5194586826769
0.098,0.098,1.3021534418808247,2.233273847059887,4.252854202434798,0.09188613492360506,2.8969278005067833,1.8919432463041856,1.7431257792104673,1.9740140263441164,3.426254775549361,1.5620074858335546,2.4596728430864547,3.4948219704864623,1.9951542333441667,1.8640170997133934,3.789657285580559,2.3784534757106974,2.3912298254109428,3.735369719661462,1.4475132996633293,2.449659829627805,3.893430654387989,2.1675904360205167,2.391185432083046,3.659724495613855,557.3447936948174,0.098,557.3447936948174
0.099,0.099,1.3024306177325227,2.2333460087994026,4.253146965652423,0.0916707381410107,2.8969994403631425,1.8911413280736875,1.7436267387818836,1.973697860716517,3.4260026628005704,1.5615632301288787,2.459924063480363,3.495090127271472,1.9953436282705015,1.863697489891867,3.7893776209220524,2.3786868450946996,2.391012010015589,3.7351862011979793,1.4481885667570369,2.450194168232618,3.8939765172576704,2.167746670823643,2.391264789856964,3.6592700276518895,559.1469645410597,0.099,559.1469645410597
0.1,0.1,1.302705065963156,2.2334174475796953,4.253436806327148,0.09145800353096974,2.8970703619537685,1.8903478042533945,1.7441228053067546,1.9733849225641535,3.425753102163508,1.5611235638350958,2.4601727842765087,3.495355609234258,1.9955311374066729,1.8633811462615715,3.7891007873394624,2.3789178915717875,2.3907964032992726,3.735004536053155,1.4488573574114563,2.450723251312045,3.894516969356136,2.1679013464930095,2.3913433526459444,3.6588201828727254,560.9367625008284,0.1,560.9367625008284
